Title,CompanyName,CompanyAddress,CompanyCity,CompanyDistrictName,Phone,SearchedCity
Residential Interior Designing Service,B P Civil Contractors LLP,"First Floor C-107, Tower C Sector-62 I-thum Building",Noida,Gautam Budh Nagar,07942560632,dausa
Shop Interior Designing,Aerodynamic Projects,"H 1457, Ground Floor, Chittaranjan Park",New Delhi,,08047638096,dausa
Hospital Interior Designing Service,JP Interior India,"Shop No-3, 1st Floor, Kaushik Market, Sector-51, Hosiyarpur Noida,",Gautam Budh Nagar,Gautam Budh Nagar,07942534237,dausa
interior designing,Shieldit International,"C-3/82, New Kondli, East Delhi,",New Delhi,,07942796233,dausa
Interior Designing Service,Rama Home Decor,"Shop No. 242, Ashoka White Farm House, Basai, Near O.D.I.B, Bhawan",Noida,Gautam Budh Nagar,08047668932,dausa
"Interior Designing, Work Provided: Wood Work &amp; Furniture",Eppotum Initiatives Private Limited,"Bullding No. 78, South West Delhi",New Delhi,,08047635272,dausa
Bar Interior Design Service,Sai Furniture,"Shyam Kunj, Gali No.03, Near Maruti Kunj Road, Sohna Road, Badshapur",Gurgaon,Gurgaon,08048271559,dausa
Interior 3d Designing Service,SD Interiors,"Ground Floor, 10d/87, Sector 10, Vasundhara",Ghaziabad,Ghaziabad,08047653740,dausa
Commercial interior Designing,Asian Electricals & Infrastructures,"Office No. 05, 3rd Floor, B-46, Sector 63",Noida,Gautam Budh Nagar,08048970295,dausa
Office Interior Designing Service,Universal Services,"C-3/4, Forst Floor, KH. No. 16/15, Mahavir Enclave, South West Delhi",New Delhi,,08048604880,dausa
Office Interior Designing Services,Nakashi Interiors,"Cabin No 12, Situated at B-38, Old DLF,",Gurgaon,Gurgaon,08047650961,dausa
"Restaurant Interior Designers, Projects Completed: More Than 100",KUMAR FURNISHERS,"C -135, Sector 10",Noida,Gautam Budh Nagar,08046037624,dausa
Clinic Interior Designing Service,ARK Innovation,"F-277, Second Floor Front Side, Shaheen Bagh, Abul Fazal Enclave, Part-II, Jamia Nagar, Okhla, South Delhi",New Delhi,,08047681497,dausa
Restaurant Interior Designing Service,M/S JMD Projects,"G-117, Sector-9,",Noida,Gautam Budh Nagar,07942801994,dausa
Office Interior Designing Service,Aadhar Contractor Private Limited,"Unit No.546, 5th Floor, JMD Megapolis, Sohna Road",Gurgaon,Gurgaon,08043859447,dausa
Roof Gardening Services Delhi-NCR,Bloom Plant,"D-366, First Floor, Gali No-13 East Delhi",New Delhi,,07942823009,dausa
Multi Storey Building Designing Service,Veda And Sons,"22, Third Floor, Block B, South Ganesh Nagar, East Delhi",New Delhi,,07942959565,dausa
Modular Kitchen &amp; Wardrobe Hdhmr/Mdf Board/Ply Home Furniture Interior Designers,Encore Modular Furniture Private Limited,Plot No. 82 Sector 6,Gurgaon,Gurgaon,08048971582,dausa
"3D PVC Interior Designing Services, For Home",World Super Mart,"D-108, Moti Residency Morta,",Ghaziabad,Ghaziabad,07942828236,dausa
Modern Bedroom Interior Designing,MM Interiors,"119, Ground Floor, State Bank Nagar, Paschim Vihar, West Delhi",New Delhi,,08047676944,dausa
Showroom Interior Designing,D Kumar Lamituff Glasses (p) Ltd.,"F-299, Sector 63",Noida,Gautam Budh Nagar,08046074833,dausa
Hospitality Interior Designers,Marv,"C-296, SK-1, Sector-93, Noida,",Gautam Budh Nagar,Gautam Budh Nagar,07942560186,dausa
Shop Interior Designing,JKS Architects,112 JAGDAMBA COLONY MAX VISION EYECARE CENTRE,Jaipur,Jaipur,08048982211,karauli
Home Decoration,V.J. Interiors & Furnishing,"6A, Vinayak Vihar, Opposite Saint Paul School Dalda Factory Road",Jaipur,Jaipur,07942561407,karauli
Residential Interior Designers,Modern Architects & Interior,"9, 4th Floor, JTM Mall, Model Town, Near Malviya Nagar, Jagatpura",Jaipur,Jaipur,08048989456,karauli
Gym Interior Designers,Kaizen Interiors Studio,"Office No. 204-A, Ground Floor, Anchor Mall, Ajmer Road",Jaipur,Jaipur,08048607137,karauli
Commercial Interior Decoration Services,Colourswipe,"Shop No 32,Shiv Shakti Nagar-B,Jagatpura Road,Jaipur",Jaipur,Jaipur,08047653037,karauli
Bedroom Interior Designing,Adorn Interiers,"84/25, Madhyam Marg, Mansarover",Jaipur,Jaipur,08047530214,karauli
Restaurant Interior Design Service,Geetey And Sons Private Limited,"207, Bhartindu Nagar, Khatipura",Jaipur,Jaipur,08043895136,karauli
Restro Interior &amp; Designing Service,Chandra Design Studio,"Plot Number 14, Kailash Puri, Vkia Sikar Road",Jaipur,Jaipur,08047675359,karauli
Shop Interior Designing,Aryam Inter-continental Private Limited,"Plot No. 207, Gayatri Nagar B Maharani Farm, Durgapura",Jaipur,Jaipur,08046039293,karauli
Showroom Interior Designing Service,Sourish Interiors,"No. 305-B, 3rd Floor, Big Benn, Swage Farm New Sanganer Road, Opposite Big Bazar",Jaipur,Jaipur,08046035815,karauli
Interior Designing Services,Vaishnavi Home Infratech,"81, Mahindra Apex Colony, Oop. Poolice Line, Saipau Road",Dholpur,Dholpur,08048213813,karauli
"Designer Work Station, For Corporate Office",SRK Modular Furniture Co.,"Balty factory, Near hault resturant, Agra road, Jaipur - 302031 Agra road",Jaipur,Jaipur,08046053761,karauli
Salon Interior Design,VJ Designs,"Shop No-57/58, Second Floor, Near SBI Chauraha, Chitrakoot Marg, Secto-8",Jaipur,Jaipur,08047621770,karauli
"Interior Designing Services, Work Provided: Wood Work &amp; Furniture",Tool Vantage,"889, Shanti Nagar, Near Durga Pura Railway Station",Jaipur,Jaipur,08046044133,karauli
Interior Designing Services For Home,JK Enterprises,"A-143, Flat No. 303, Shiv Sadan, Mahesh Nagar",Jaipur,Jaipur,08046060731,karauli
Shop Interior Designing,Widday Creation Private Limited,Plot No. 6 Second floor Kamal Niwas Colony Green Park E Nanagal Jaisa Bohra,Jaipur,Jaipur,08047635771,karauli
"White Designer Wall Stone, Thickness: 20 mm, Size: 12x12 Inches",Axiom Exports,"No. 45-46, Road No. 4, Bais Godown",Jaipur,Jaipur,08048951664,karauli
Play School Interior Designing,Lohitang Realtors,"207, Shree Amar Hights Plot E-10 to E-33, DCM Ajmer Road",Jaipur,Jaipur,07942959462,karauli
Interior Design,Shree Anupamam,"44A, Kartarpura Industrial Area, Road No. 4",Jaipur,Jaipur,08048966372,karauli
Salon Interior Designing,Gharmakers Homes Private Limited,Fifth Floor Plot No. Gh 52 Flat No. 502 Kanakpura Gandhi Path,Jaipur,Jaipur,08047634911,karauli
School Interior Designing,Jagdambe Interiors,"No. 10/130, Malviya Nagar, Near Gaurav Tower",Jaipur,Jaipur,08046036613,karauli
Showroom Interior Designing,Tanwar Interior,"Plot No. 32, Devodhan Colony, Diggi Madpura Road Madrampura Sanganer",Jaipur,Jaipur,08046079120,karauli
Commercial Interior Designing Service,Sabbir Contractor,"Mohalla Islampura, Ward No. 4, Hamirpura Road",Lachhmangarh,Sikar,08047647733,karauli
School Interior Designing,Gem Enterprises,"No. 60, Dhruv Marg, Raja Park",Jaipur,Jaipur,08048985886,karauli
Traditional Rajasthani Wooden Hand painted Jharokha with Antique Finishing Home Decor,Kalinga Arts,"50,Gulab Vihar, Gandhi Path West",Jaipur,Jaipur,08048960397,karauli
"Interior Designers, Work Provided: Wood Work &amp; Furniture",Manglam Interiors,"No. 101, New Atish Market",Jaipur,Jaipur,07942958299,karauli
"Dining Hall Interior Designing, For Home, Work Provided: Wood Work &amp; Furniture",Royal Home Decor,"307, Hanuman Nagar extension",Jaipur,Jaipur,08048954516,karauli
Salon Interior Design Service,Inclusive Design And Planning Private Limited,"34 Gaj Singh Ki Badi, Sajjangarh Road Azad Nagar Housing Society",Udaipur,,08048615049,karauli
Residential Interior Designers,UMA Traders,C-513 C-513,Jodhpur,Jodhpur,08047625809,karauli
Modern Wooden Interior Designing Service,Gs Enterprises,"0, Navaghar Gametiyo Ka Mohalla, Bhuwana,",Udaipur,,08043853839,karauli
White Marble Interior Panel Work (Sangemarmar Panel),M/S Glacier Exporters,"Opp. Railway Station, Near Hotal Sangamermer, Makrana",Nagaur,Nagaur,08046058793,karauli
Wooden Restaurant Bohemian Design,Soni Art Exports,"Khasra No. 30/2 Opp Geeta Dham City, Main Salawas Road",Jodhpur,Jodhpur,08048972275,karauli
Residential Interior Designers,Kamad Infratech,"19, Third Floor, Kamla Arcade Ajmer Road",Bhilwara,Bhilwara,08047624795,karauli
Gym Interior Designers,Sky Brother,"Logix City Centre Mall, Office No. 817 Noida City Center Metro",Noida,Gautam Budh Nagar,08046037562,karauli
Interior Designers,A.K. Glass & Interior,"Mkt. Tejpal Singh Palace,Opp. H-Block, Sector-63,Shop No.5, gautam Buddha Nagar,Ground Floor Sector 63",Noida,Gautam Budh Nagar,08047641701,karauli
Saloon Interior Design,Ragvi Design India Private Limited,"Ground Floor, Rz-3104/35, Gali No. 35",Delhi,Delhi,08048262494,karauli
"Residential Interior Designing Home Decoration Service, Work Provided: Wall Paper/Paint Work",ATS Interior Solution,"Plot No. 49, Sector -31 UPSIDC, Site -4",Greater Noida,Gautam Budh Nagar,08046044443,karauli
Gym Interior Design,Gallant Constructions Co.,"Phase I , okhla Industrial area",New Delhi,,08048962423,karauli
Flat Interior Designing,Neeev,"A /804, Aashiana Apartments Mayur Vihar, Phase 1 Extension",New Delhi,,08048950389,karauli
Gym Interior Designers,Kiana Constructions Private Limited,"A 3, Sector 55",Noida,Gautam Budh Nagar,08046053502,karauli
Flat Interior Designing,AD Graphiinterio,244/107 school block,Delhi,Delhi,08048978143,karauli
Restaurant Interior Designers,Lidas Infra,"House Number-8/39, S-4, Rajendera Nagar,",Ghaziabad,Ghaziabad,07942959959,karauli
Showroom Interior Designing,Identiqa Interiors Pvt Ltd.,"Khasra No. 502/1, Khandsa Road",Gurgaon,Gurgaon,08048615693,karauli
Office Interior Designing Service,Office Place Interior,"Unit No.-1101, 11th Floor, JMD Megapolis, Sohna Road, Sector-48",Gurgaon,Gurgaon,08043851302,karauli
Interior Designing Services,Multi Dimensions Interior Studio,"A-26, Jagat Puri, New Delhi, East Delhi",New Delhi,,07942799192,karauli
Lobby Interior Designing,Neelam Handloom & Interiors,"Shop No.1, Ground, Near P S Bhondsi, Main Sohna Gurgaon Road, Bhondsi",Gurgaon,Gurgaon,08048988199,karauli
Spa Interior Designing Service,M/S Aplus Interior & Architects,"C-2/71A, Near Sainik Farm South delhi",New Delhi,,08047696833,karauli
"Commercial Interior Designing Service, Work Provided: Wood Work &amp; Furniture",Paarth Group,"main dwarka expressway, sector 105",Gurgaon,Gurgaon,08048981206,karauli
Showroom Interior Designing,Dossier India,"36, LGF GAGAN VIHAR MAIN ROAD DELHI near karkari more",Delhi,Delhi,08048618536,karauli
Salon Interior Designing,Decons Company,"Property No. 30 B, Ground Floor, A-1 Block",New Delhi,,08048956764,karauli
Restaurant Interior Designer Service,Dndj Infratech And Interiors Private Limited,T-159 St No. 7 Gautampuri North East,Delhi,Delhi,07942827910,karauli
"Residential Interior Designers, Work Provided: Wood Work &amp; Furniture",The Interior Hub,Second Floor B-45/1 Gali No.1 New Gobind Pura,Delhi,Delhi,08048969094,karauli
Interior Designers,Art Of Interior,"16/2, Plot No. 37, Karkhana Bagh Old Faridabad",Faridabad,Faridabad,07942536580,karauli
Office Interior Work,Samriti Furniture & LifeStyle,PALAM VIHAR Gurgaon,Gurgaon,Gurgaon,08048958392,karauli
Office Interior Designing Work Service,Pioneer Services,"H 88, Muradi Road Batla House, Jamia Nagar,",Delhi,Delhi,08047780259,karauli
Corporate Interior Designing Service,Bright Interior,"120, Kardampuri, G.No.-4 Kh. No.-368/2, Shahdara",New Delhi,,08046061513,karauli
Salon Interior Designing,ARV Design,"1142, Ground, Khoda Makanpur,",Ghaziabad,Ghaziabad,08047546867,karauli
Residential Interior Designers,Iskcon Interiors,"New A-5/192-Old-25/115, Near Nalanda Public School, North Chhajjupur, East Delhi",New Delhi,,07942795456,karauli
School Interior Designing,Manjari Enterprises,"RZF-24,Street No-38,,Sadh Nagar-2, Palam Colony",Delhi,Delhi,08048975786,karauli
Comercial Office Interior Contractor,General Craft Solutions,Office No. B01,Noida,Gautam Budh Nagar,08047637929,karauli
Residencial Interior Design,SPL Enterprises,"H. No. D - 56, FF, Blk - D, Om Vihar, Phase -V, Uttam Nagar,Nr Masjid",New Delhi,,08047620580,karauli
School Interior Designing,S D Interiors & Co,"C 2, Nd 61, Raju Park, Near Sainik Farm",New Delhi,,08046066544,karauli
Bathroom Interior Design,Dezign Matrix,"827 Street No. 15 Nehru Vihar Dayalpur, Gokalpuri",New Delhi,,07942956315,karauli
Shop Interior Designing,Vyom Height And Infracon Private Limited,Plot No. 39 Nobel Enclave Maruti Gate No.1,Gurgaon,Gurgaon,08046037310,karauli
Best Interior Designer In Delhi,S K Interiors,"453/D, G/F, KH. No. 232/141, Phase VI Aya Nagar EXTN, South Delhi",New Delhi,,08047625364,karauli
Showroom Interior Designing,Sai Fab Engineers & Co.,"No. 12/1, Near Delhi Badarpur Border, Mathura Road Near D. S. Doors On Badarpur Border, Opposite Pillar No. 65",Faridabad,Faridabad,08046043790,karauli
Interior Design,"Design Hut, Delhi","2/34, Ground Floor, W.H.S Block, Kirti Nagar",Delhi,Delhi,08047646734,karauli
Auditorium Interior Designing Service,Roady Engineer Private Limited,"255, Ground Floor, Spazedge Tower B, Sec-47, Sohna Road, Gurugram,",Gurgaon,Gurgaon,08047548826,karauli
Garment Showroom Interior Design,Pinaki Decor,"0, 2 F, Vikas Vihar, Uttam Nagar, Plot No-25 B, Gali No-10, West Delhi",New Delhi,,07942957330,karauli
Commercial Interior Design Services,Passionate Designers And Interiors,"22 First Floor , Palika Market , Grand Trunk Road",Ghaziabad,Ghaziabad,08048974508,karauli
Interior Designing Services For Home,Kalki International,"Shop No. 10, First Floor ,Raj Palace, Atta Market",Noida,Gautam Budh Nagar,08048608224,karauli
Interior Designer Shop,Magnet Interior,"D-6/2 D-BLOCK Delhi, UP, Uttrakhand, Himanchal, Punjab, Hariyana",New Delhi,,07942565579,karauli
Office Reception Interior Designing,VAV WORLD,"B-152, Fourteen Floor, Tower B, N-58 Meerut Road, Meadows Vista Raj Nagar Extn.",Ghaziabad,Ghaziabad,08047642463,karauli
Cafe Interior Designing Service,Adlakha Interiors & Glass,"2-D-108, NIT",Faridabad,Faridabad,07942800715,karauli
Corporate Interior Designing,Mayo Design,Sec 15 Gurgaon Haryana 122001,Gurgaon,Gurgaon,08048607952,karauli
"Bedroom Interior Work, Work Provided: False Ceiling/POP",Jai Guru Dev Interior,"Shop No. 3, Chelu Ram Market, Metro Pillar No. 56, Sikanderpur",Gurgaon,Gurgaon,08046044288,karauli
Shop Interior Designing,Samaya Design And Build,"T16-0604, 6, Paras Tierea, Plot No..GH-01, Sector-137",Noida,Gautam Budh Nagar,08047652615,karauli
Interior Designing,Sinius Infracom Projects Private Limited,"F87, Manish Global Mall Sector 22",New Delhi,,08047631549,karauli
Bedroom Interior Designing Service,Designtales24,"C1-607, summer palms , sector -86",Faridabad,Faridabad,08046065188,karauli
Bathroom Toilet Interior Designing Service,Alpha Interior,"M -1-503/8, Sangam Vihar",New Delhi,,08047302560,karauli
"Paint Work, Paint Brands Available: Asian Paints, Type Of Property Covered: Residential",Ps Construction,"RZ E-141, G/F, PUL PEHLADPUR,",Delhi,Delhi,08047633640,karauli
Salon Interior Designing,FM Modular Systems,"Back Side C-21/02, Okhla Vihar Jamia Nagar, South Delh",New Delhi,,07942535711,karauli
Study Room Interior Designing Services,Ample Wood Crafts,"14th Mile Stone, DLF Industrial Area, Phase -1, Mathura Road",Faridabad,Faridabad,08048964224,karauli
"Interior Contractors, Work Provided: Wood Work &amp; Furniture",Featherwood Furniture Private Limited,"C-82, C Block, Sector 65, Noida, Uttar Pradesh",Noida,Gautam Budh Nagar,07942675852,karauli
Home Interior Designer,Ranjit Interior,"E-542, First Floor, 25 Yards, Raghubir Nagar,",Delhi,Delhi,08045911593,karauli
Corporate Interior Designing,Fast Track Construction Project Private Limited,"Villa No 85, Lotus Villas, Jalpura, Sector 1, Kulesara",Greater Noida,Gautam Budh Nagar,08047643797,karauli
Hospital Interior Designing Services,Elite Decor,"D-36, Street No. 1",Delhi,Delhi,08048269275,karauli
Retail Interior Designing Service,Kaavya Decorators,"12-B, Taimoor Nagar, New Friends Colony, Near Gurudwara South Delhi",Delhi,Delhi,08047673420,karauli
"Interior Designers, Work Provided: Wood Work &amp; Furniture",Woodyz Interiors,Shivansh Industries 1/2728 Ram Nagar Loni Road Jaiswal Marg,Delhi,Delhi,08048962657,karauli
Interior Designer Services,HEAVEN HOME DESIGN STUDIO,"House No-2284, Sector-46, Jharsa",Gurgaon,Gurgaon,08048973174,karauli
Gym Interior Design Service,Famo Interior,"B-238, 4th Floor, Gali No. 3, Mandawali Fazalpur , Mandawali Road East Delhi",New Delhi,,07942958173,karauli
School Interior Design Service,Royal Services,"440/B, Bholanath Nagar, Shahdara, Delhi",Delhi,Delhi,08047632652,karauli
Interior Designing Services,Aavana Greens Private Limited,"H-11, Second Floor",New Delhi,,08048988893,karauli
Commercial Interior Designing Service,Studio Grabbs,"B-45, C-58/5, Yarrows Apartments, Sector-62",Noida,Gautam Budh Nagar,07942546627,karauli
Interior Design Services,Studio Svelte,F-312,Noida,Gautam Budh Nagar,08046073492,karauli
"Office Interior, Office Interior Designing",Superior Interior,"Plot No. 14, Off No. 3, Ground Floor, Veer Savarkar Block",Delhi,Delhi,07942562069,karauli
Salon Interior Designing Service,Redecor Interior,"H-74, F/F, Flat No. F-2, Prop No, Shakarpur, Laxmi Nagar, East Delhi,",Delhi,Delhi,08046076057,karauli
Showroom Interior Designing,Ardour Group,"Lgf Shop Plot No 7, Satyam Enclave, Main G T Road, Sahibabad,",Ghaziabad,Ghaziabad,08046053250,karauli
Bedroom Interior Designing,Sanskaar Interiors,"C-1/36, Street No. 5, Raja Puri, Uttam Nagar",New Delhi,,08046079582,karauli
Flat Interior Designing,Curated Auras Interior Design & Vastu Experts,"Tri Nagar, Ganesh Pura B, Tri Nagar, 2109/164,",New Delhi,,08047552014,karauli
"Interior Decorators, Work Provided: Wood Work &amp; Furniture",M/S Woodlush Interior,shop no 16 sector 117 noida,Noida,Gautam Budh Nagar,08047549227,karauli
Bathroom Interior Designing Service,Dream Space,"Akbarpur Behrampur Ghaziabad, P No 89/B 215, Aditya Apartment Unione Residency, Akbarpur Behrampur,",Ghaziabad,Ghaziabad,08048212032,karauli
Modern Office Interior Designing,Transcore India Private Limited,"A-237, Sector A- 4, Tronica City",Ghaziabad,Ghaziabad,08046075347,karauli
"Provide A Design Offline Home Interior Renovation Services, in Gurgaon, 500",Home Interia,"Office No. 606, 6th Floor, Sector 49, The Sapphire",Gurgaon,Gurgaon,08048985750,karauli
Pharmacy Shop Interior Designer,Aalami Interior Private Limited,"Plot No-5,",Noida,Gautam Budh Nagar,08047637257,karauli
Interior Designers,Arise,gali No. 2 E/11 Badarpur Om Nagar Badarpur,New Delhi,,08046079396,karauli
Bedroom Interior Design Services,Elite Interior Designer,"B-20, Sector-64",Noida,Gautam Budh Nagar,07942542576,karauli
Flat Interior Designing,Fluence Interior Pvt. Ltd,G - 246,Noida,Gautam Budh Nagar,08048971824,karauli
